name,route,proName,newPropName,description,
2011Census: Mother Tongue by Dissemination Area (DA),https://opendata.arcgis.com/datasets/9545dd19af5d43399020c962a8542f67_0.geojson,DAUID,,
2011Census: Mother Tongue by Dissemination Area (DA),https://opendata.arcgis.com/datasets/9545dd19af5d43399020c962a8542f67_0.geojson,OBJECTID,,
2011Census: Mother Tongue by Dissemination Area (DA),https://opendata.arcgis.com/datasets/9545dd19af5d43399020c962a8542f67_0.geojson,MT_SINGLE,,
2011Census: Mother Tongue by Dissemination Area (DA),https://opendata.arcgis.com/datasets/9545dd19af5d43399020c962a8542f67_0.geojson,MT_TOTAL,,
2011Census: Mother Tongue by Dissemination Area (DA),https://opendata.arcgis.com/datasets/9545dd19af5d43399020c962a8542f67_0.geojson,MT_SINGLE_NOL,,
2011Census: Mother Tongue by Dissemination Area (DA),https://opendata.arcgis.com/datasets/9545dd19af5d43399020c962a8542f67_0.geojson,MT_SINGLE_ENG,,
2011Census: Mother Tongue by Dissemination Area (DA),https://opendata.arcgis.com/datasets/9545dd19af5d43399020c962a8542f67_0.geojson,MT_SINGLE_FRE,,
2011Census: Mother Tongue by Dissemination Area (DA),https://opendata.arcgis.com/datasets/9545dd19af5d43399020c962a8542f67_0.geojson,MT_SINGLE_NOL_AL,,
2011Census: Mother Tongue by Dissemination Area (DA),https://opendata.arcgis.com/datasets/9545dd19af5d43399020c962a8542f67_0.geojson,MT_SINGLE_NOL_AL_ATI,,
2011Census: Mother Tongue by Dissemination Area (DA),https://opendata.arcgis.com/datasets/9545dd19af5d43399020c962a8542f67_0.geojson,MT_SINGLE_NOL_AL_DEN,,
2011Census: Mother Tongue by Dissemination Area (DA),https://opendata.arcgis.com/datasets/9545dd19af5d43399020c962a8542f67_0.geojson,MT_SINGLE_NOL_AL_IM,,
2011Census: Mother Tongue by Dissemination Area (DA),https://opendata.arcgis.com/datasets/9545dd19af5d43399020c962a8542f67_0.geojson,MT_SINGLE_NOL_AL_CRE,,
2011Census: Mother Tongue by Dissemination Area (DA),https://opendata.arcgis.com/datasets/9545dd19af5d43399020c962a8542f67_0.geojson,MT_SINGLE_NOL_AL_INU,,
2011Census: Mother Tongue by Dissemination Area (DA),https://opendata.arcgis.com/datasets/9545dd19af5d43399020c962a8542f67_0.geojson,MT_SINGLE_NOL_AL_OC,,
2011Census: Mother Tongue by Dissemination Area (DA),https://opendata.arcgis.com/datasets/9545dd19af5d43399020c962a8542f67_0.geojson,MT_SINGLE_NOL_AL_OJI,,
2011Census: Mother Tongue by Dissemination Area (DA),https://opendata.arcgis.com/datasets/9545dd19af5d43399020c962a8542f67_0.geojson,MT_SINGLE_NOL_AL_MIK,,
2011Census: Mother Tongue by Dissemination Area (DA),https://opendata.arcgis.com/datasets/9545dd19af5d43399020c962a8542f67_0.geojson,MT_SINGLE_NOL_AL_STO,,
2011Census: Mother Tongue by Dissemination Area (DA),https://opendata.arcgis.com/datasets/9545dd19af5d43399020c962a8542f67_0.geojson,MT_SINGLE_NOL_NAL,,
2011Census: Mother Tongue by Dissemination Area (DA),https://opendata.arcgis.com/datasets/9545dd19af5d43399020c962a8542f67_0.geojson,MT_SINGLE_NOL_NAL_AL,,
2011Census: Mother Tongue by Dissemination Area (DA),https://opendata.arcgis.com/datasets/9545dd19af5d43399020c962a8542f67_0.geojson,MT_SINGLE_NOL_NAL_AKA,,
2011Census: Mother Tongue by Dissemination Area (DA),https://opendata.arcgis.com/datasets/9545dd19af5d43399020c962a8542f67_0.geojson,MT_SINGLE_NOL_NAL_AFR,,
2011Census: Mother Tongue by Dissemination Area (DA),https://opendata.arcgis.com/datasets/9545dd19af5d43399020c962a8542f67_0.geojson,MT_SINGLE_NOL_NAL_AMH,,
2011Census: Mother Tongue by Dissemination Area (DA),https://opendata.arcgis.com/datasets/9545dd19af5d43399020c962a8542f67_0.geojson,MT_SINGLE_NOL_NAL_ARA,,
2011Census: Mother Tongue by Dissemination Area (DA),https://opendata.arcgis.com/datasets/9545dd19af5d43399020c962a8542f67_0.geojson,MT_SINGLE_NOL_NAL_ARM,,
2011Census: Mother Tongue by Dissemination Area (DA),https://opendata.arcgis.com/datasets/9545dd19af5d43399020c962a8542f67_0.geojson,MT_SINGLE_NOL_NAL_ALB,,
2011Census: Mother Tongue by Dissemination Area (DA),https://opendata.arcgis.com/datasets/9545dd19af5d43399020c962a8542f67_0.geojson,MT_SINGLE_NOL_NAL_BAN,,
2011Census: Mother Tongue by Dissemination Area (DA),https://opendata.arcgis.com/datasets/9545dd19af5d43399020c962a8542f67_0.geojson,MT_SINGLE_NOL_NAL_BER,,
